Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Pressure_hPa,Cloud_Cover_%,UV_Index,Visibility_km,Dew_Point_C,Solar_Radiation_W_m2
23.108904159657687,34.81063430708957,13.085284186795299,13.45405988417796,1020.0397114798515,39.363552027744205,7.130826494856042,1.3491950925599872,18.00669809868489,913.5780114026949
43.275000724347066,63.35207579026865,12.348939953599992,15.933627943827446,1036.380263050999,47.34356593750214,1.8962499831568285,2.680952754080164,17.182075110328192,525.360481819498
35.619787963399176,89.83566687011266,45.312729026051834,5.00935797584998,1033.2112650853112,85.45473932021804,9.596340196902965,8.481212245809482,2.3938549665839415,724.9102718360843
30.95304694689628,78.5779909127649,12.477309992475305,12.497481992139978,990.7729933285642,34.00043860598922,6.744278629761657,7.9009152070450215,23.064310122645,436.0482979725878
15.460652415485278,84.52489182891598,13.59748630643155,11.434919662874973,990.4474628819032,86.96496848121713,1.7292427191264967,4.155784223114322,14.21180505392049,630.0345775424382
15.459808211767093,72.70266933685738,37.969913120898184,16.65660753576542,998.7722057421439,8.813443097669149,10.585718632293275,4.391295649967912,9.093138028392106,340.5759374211187
12.03292642588698,75.3821251614282,22.486992122527,18.12174120962521,1005.2752308438726,77.67984372086308,5.702020096688527,5.801989901982215,18.913464587382666,301.15901978544537
40.31616510212273,87.93565212522554,38.83552784775906,0.24313542954773615,1008.5918906985938,84.75476330547363,0.801882970588205,1.0021690421662108,6.434136460040851,578.2297861695137
31.039025411012307,39.97344070873488,3.268307878219262,13.480398381175853,1027.5788051783343,18.181765283733874,6.89516194856574,3.1711990243422505,17.33774592615801,498.12967418398034
34.78254022286159,59.15399709145124,24.378559683669216,1.0367159823945804,983.9676302516085,43.03465323722004,2.7851879771409127,2.87408627747393,0.9927801893061805,579.536369149981
10.720457300353086,37.69675534556818,1.6806800091641316,10.977173301547118,982.4270892958247,16.54997746636556,8.840627970650328,3.254346520747871,20.9852009402318,286.660581287023
43.9468448256698,99.01344063973175,3.132660172767726,5.752654580873564,1007.4337394060736,70.66041289942177,8.996042809228097,8.253152582800972,11.204271175532963,366.9578318169953
39.13549242801476,95.52474717492906,45.321872667220546,6.135531990442824,1028.8014584496586,53.534776806165674,10.76842091440128,3.5170647089179887,15.917322858948543,83.8979606289093
17.431868873739667,23.154144909480472,6.962268555879758,7.0591700690471315,993.5404740069538,63.5323346708321,5.5205648412695405,2.7236918984513334,5.530945495167091,52.27637227220572
16.36387385224852,76.44601380125508,26.621034113760857,12.425848980992203,1024.9053136879377,19.648696695621116,5.004525677005108,5.538371147137283,16.9268428164612,253.45712967301625
16.419157844870185,94.01986539325327,20.554780130035326,6.680999313375384,998.187969655821,21.17458620524195,8.288231659911286,8.790805327354587,19.306006897331915,74.24685933054576
20.64847850358382,34.44602761018668,17.367166312942135,14.653981011805609,1042.026027616946,4.149732550990636,1.457177219761192,3.172147334537499,11.830329672109968,103.7747086347407
28.366475107128323,65.43561844421035,44.99166728436362,8.090547711477393,1042.6982960986631,32.20675351957297,6.016070651724366,1.7068261851351882,15.443173101544858,812.928405393937
25.11807565247405,93.23906380704335,1.091169838774475,1.3670640061991723,1000.8101042996929,55.97446613336749,6.00872360143936,4.207642622646983,11.408148095559964,38.8736970166893
20.193019906931468,22.715678286863906,33.189484308779456,15.675196849682145,996.0995627774269,85.79349139973289,0.9842043509142594,7.7288664210848,22.352284231446138,658.9427939347428
31.414851315283283,75.7936213797472,48.16972171067752,5.71516649185412,1008.7912780446362,66.69274474586807,4.597824940576049,5.956214902253151,12.44672951285798,272.5577488154005
14.882285122821465,43.78792058980406,28.008409173092097,8.655337591985253,996.8372109626104,43.53963233997514,9.386132784239221,8.351140326169126,21.045217725720473,871.5456807081264
20.225062698732636,93.95169563012243,46.84112310165459,13.708877664438031,1027.0668690304192,95.31201143941378,9.417689841941263,9.636329328483106,20.033801456756215,484.99228457749956
22.822664515279207,97.68465961322943,2.6128939643011884,6.64912314297424,1037.82452791838,71.92452005758318,1.091614314116491,8.133962290764554,10.262620533708914,305.5764593278257
25.962449447596256,95.54131912907471,20.93966595370807,1.1317131229343125,1027.116449163785,93.016520286255,0.9979297102261394,6.434227709593781,5.752112296436876,517.6389356894346
37.481158648755475,57.9371373325971,13.007889548102558,7.478420940256272,1037.7045313074545,52.75879732721657,2.8896502470212884,5.440074292471424,10.152053313994275,381.9580190452688
16.98858237554259,88.96341207914507,36.54104824903649,18.888971653886067,1007.7894513545232,25.89042747931396,9.622426688093928,1.3606217771344,20.655434394380503,564.3010646698302
27.998205344476407,87.56395188280563,49.064854524862334,12.834687945971163,990.9421879496202,5.282668636472199,1.4179284358084883,9.858897809326372,5.690813395484809,114.53286832634824
30.734509910171486,45.528037859460454,12.82650312221239,13.42958297334414,1031.6565663178314,72.60848514838504,7.919964828901909,4.4513301031753825,13.110908646443734,996.9905028125511
11.62576444519992,86.3132379320542,32.70873007370373,12.645643072752797,1005.2332153599087,12.130299800553413,1.1128218157441354,2.3700539252518014,20.152418699018686,425.5558776967175
31.264069816550343,22.96061077723941,9.904881637987007,3.979842779188736,1026.9889577660392,30.277512827196716,6.854516391226079,7.000379698568111,8.83693687820947,348.23063970736865
15.968344329055203,67.70159027856424,28.266512728580494,8.366677282045602,998.9450759387236,53.24709078838974,3.916740290310593,3.558594601859134,16.055240925067434,710.2098483162649
12.276805754484784,38.40070698301624,23.19662433441681,15.018795967266366,985.686074436467,56.441658777974766,8.678053592624536,6.272004438379429,6.140789351220363,363.89940649533247
43.210993803866664,29.645350862182305,48.60026648157685,2.027457951063183,1049.4807256841434,60.0583196987136,2.5705949370789996,6.280911170601321,2.731986134203998,833.2743050287577
43.79712115760958,26.156256130336732,30.42636363482333,5.557055521794245,990.934105555142,16.625533034970065,7.031220123289558,5.011568388125823,19.859605627321407,454.2707243604253
38.29390718407614,75.70310207025118,17.475318604340938,5.526382169317072,1049.1894695774436,37.97374048216488,2.5925078803347343,8.525067539905383,2.474215585217671,719.5584132654349
20.661481921067974,47.18999710144529,5.704789244396668,8.64037855189012,1048.4095952796513,61.71942271169667,7.850263114233692,3.384703553998987,6.784534876989615,107.45321644188654
13.418523990223434,77.98134172230093,7.562341436746728,19.607374818843702,1035.5672672735627,96.98188646337847,9.610458380168236,5.037693324559608,21.377735549936002,846.1191855551118
33.94815592792549,25.22850726391539,11.265846497561755,1.3500509336764388,1026.15960734574,72.76311376996887,1.3948197903943604,5.839229157318743,8.66173217696668,735.7179867781099
25.405337280886044,45.223227026448825,12.5483330670149,10.374019887611901,1020.446493517576,92.26037570939579,9.53255257455054,6.9726224869056965,24.32613373785403,211.71677846196567
14.271338219567259,63.15930339002698,42.53080289205689,3.587293640244209,1040.6271081764485,76.2212058314177,6.5293277985572775,8.055746654550305,24.493358369346492,145.28600974578666
